divergenceBps,closesGap,sizeBps,score,trust,fee
10,0,0,1,9999,503
10,0,0,1,10000,502
10,0,0,2499,0,9997
10,0,0,2499,1,9997
10,0,0,2499,5000,8747
10,0,0,2499,9999,7498
10,0,0,2499,10000,7497
10,0,0,7500,0,40000
10,0,0,7500,1,40000
10,0,0,7500,5000,38750
10,0,0,7500,9999,37501
10,0,0,7500,10000,37500
10,0,0,10000,0,100000
10,0,0,10000,1,100000
10,0,0,10000,5000,98750
10,0,0,10000,9999,97501
10,0,0,10000,10000,97500
10,0,50,0,0,3000
10,0,50,0,1,3000
10,0,50,0,5000,1750
10,0,50,0,9999,501
10,0,50,0,10000,500
10,0,50,1,0,3002
10,0,50,1,1,3002
10,0,50,1,5000,1752
10,0,50,1,9999,503
10,0,50,1,10000,502
10,0,50,2499,0,9997
10,0,50,2499,1,9997
10,0,50,2499,5000,8747
10,0,50,2499,9999,7498
10,0,50,2499,10000,7497
10,0,50,7500,0,40000
10,0,50,7500,1,40000
10,0,50,7500,5000,38750
10,0,50,7500,9999,37501
10,0,50,7500,10000,37500
10,0,50,10000,0,100000
10,0,50,10000,1,100000
10,0,50,10000,5000,98750
10,0,50,10000,9999,97501
10,0,50,10000,10000,97500
10,0,51,0,0,3040
10,0,51,0,1,3000
10,0,51,0,5000,1750
10,0,51,0,9999,501
10,0,51,0,10000,500
10,0,51,1,0,3042
10,0,51,1,1,3002
10,0,51,1,5000,1752
10,0,51,1,9999,503
10,0,51,1,10000,502
10,0,51,2499,0,10037
10,0,51,2499,1,9997
10,0,51,2499,5000,8747
10,0,51,2499,9999,7498
10,0,51,2499,10000,7497
10,0,51,7500,0,40040
10,0,51,7500,1,40000
10,0,51,7500,5000,38750
10,0,51,7500,9999,37501
10,0,51,7500,10000,37500
10,0,51,10000,0,100000
10,0,51,10000,1,100000
10,0,51,10000,5000,98750
10,0,51,10000,9999,97501
10,0,51,10000,10000,97500
10,0,500,0,0,21000
10,0,500,0,1,3000
10,0,500,0,5000,1750
10,0,500,0,9999,501
10,0,500,0,10000,500
10,0,500,1,0,21002
10,0,500,1,1,3002
10,0,500,1,5000,1752
10,0,500,1,9999,503
10,0,500,1,10000,502
10,0,500,2499,0,27997
10,0,500,2499,1,9997
10,0,500,2499,5000,8747
10,0,500,2499,9999,7498
10,0,500,2499,10000,7497
10,0,500,7500,0,58000
10,0,500,7500,1,40000
10,0,500,7500,5000,38750
10,0,500,7500,9999,37501
10,0,500,7500,10000,37500
10,0,500,10000,0,100000
10,0,500,10000,1,100000
10,0,500,10000,5000,98750
10,0,500,10000,9999,97501
10,0,500,10000,10000,97500
10,0,100000,0,0,23000
10,0,100000,0,1,3000
10,0,100000,0,5000,1750
10,0,100000,0,9999,501
10,0,100000,0,10000,500
10,0,100000,1,0,23002
10,0,100000,1,1,3002
10,0,100000,1,5000,1752
10,0,100000,1,9999,503
10,0,100000,1,10000,502
10,0,100000,2499,0,29997
10,0,100000,2499,1,9997
10,0,100000,2499,5000,8747
10,0,100000,2499,9999,7498
10,0,100000,2499,10000,7497
10,0,100000,7500,0,60000
10,0,100000,7500,1,40000
10,0,100000,7500,5000,38750
10,0,100000,7500,9999,37501
10,0,100000,7500,10000,37500
10,0,100000,10000,0,100000
10,0,100000,10000,1,100000
10,0,100000,10000,5000,98750
10,0,100000,10000,9999,97501
10,0,100000,10000,10000,97500
10,1,0,0,0,3000
10,1,0,0,1,3000
10,1,0,0,5000,1750
10,1,0,0,9999,501
10,1,0,0,10000,500
10,1,0,1,0,3002
10,1,0,1,1,3002
10,1,0,1,5000,1752
10,1,0,1,9999,503
10,1,0,1,10000,502
10,1,0,2499,0,9997
10,1,0,2499,1,9997
10,1,0,2499,5000,8747
10,1,0,2499,9999,7498
10,1,0,2499,10000,7497
10,1,0,7500,0,40000
10,1,0,7500,1,40000
10,1,0,7500,5000,38750
10,1,0,7500,9999,37501
10,1,0,7500,10000,37500
10,1,0,10000,0,100000
10,1,0,10000,1,100000
10,1,0,10000,5000,98750
10,1,0,10000,9999,97501
10,1,0,10000,10000,97500
10,1,50,0,0,3000
10,1,50,0,1,3000
10,1,50,0,5000,1750
10,1,50,0,9999,501
10,1,50,0,10000,500
10,1,50,1,0,3002
10,1,50,1,1,3002
10,1,50,1,5000,1752
10,1,50,1,9999,503
10,1,50,1,10000,502
10,1,50,2499,0,9997
10,1,50,2499,1,9997
10,1,50,2499,5000,8747
10,1,50,2499,9999,7498
10,1,50,2499,10000,7497
10,1,50,7500,0,40000
10,1,50,7500,1,40000
10,1,50,7500,5000,38750
10,1,50,7500,9999,37501
10,1,50,7500,10000,37500
10,1,50,10000,0,100000
10,1,50,10000,1,100000
10,1,50,10000,5000,98750
10,1,50,10000,9999,97501
10,1,50,10000,10000,97500
10,1,51,0,0,3040
10,1,51,0,1,3000
10,1,51,0,5000,1750
10,1,51,0,9999,501
10,1,51,0,10000,500
10,1,51,1,0,3042
10,1,51,1,1,3002
10,1,51,1,5000,1752
10,1,51,1,9999,503
10,1,51,1,10000,502
10,1,51,2499,0,10037
10,1,51,2499,1,9997
10,1,51,2499,5000,8747
10,1,51,2499,9999,7498
10,1,51,2499,10000,7497
10,1,51,7500,0,40040
10,1,51,7500,1,40000
10,1,51,7500,5000,38750
10,1,51,7500,9999,37501
10,1,51,7500,10000,37500
10,1,51,10000,0,100000
10,1,51,10000,1,100000
10,1,51,10000,5000,98750
10,1,51,10000,9999,97501
10,1,51,10000,10000,97500
10,1,500,0,0,21000
10,1,500,0,1,3000
10,1,500,0,5000,1750
10,1,500,0,9999,501
10,1,500,0,10000,500
10,1,500,1,0,21002
10,1,500,1,1,3002
10,1,500,1,5000,1752
10,1,500,1,9999,503
10,1,500,1,10000,502
10,1,500,2499,0,27997
10,1,500,2499,1,9997
10,1,500,2499,5000,8747
10,1,500,2499,9999,7498
10,1,500,2499,10000,7497
10,1,500,7500,0,58000
10,1,500,7500,1,40000
10,1,500,7500,5000,38750
10,1,500,7500,9999,37501
10,1,500,7500,10000,37500
10,1,500,10000,0,100000
10,1,500,10000,1,100000
10,1,500,10000,5000,98750
10,1,500,10000,9999,97501
10,1,500,10000,10000,97500
10,1,100000,0,0,23000
10,1,100000,0,1,3000
10,1,100000,0,5000,1750
10,1,100000,0,9999,501
10,1,100000,0,10000,500
10,1,100000,1,0,23002
10,1,100000,1,1,3002
10,1,100000,1,5000,1752
10,1,100000,1,9999,503
10,1,100000,1,10000,502
10,1,100000,2499,0,29997
10,1,100000,2499,1,9997
10,1,100000,2499,5000,8747
10,1,100000,2499,9999,7498
10,1,100000,2499,10000,7497
10,1,100000,7500,0,60000
10,1,100000,7500,1,40000
10,1,100000,7500,5000,38750
10,1,100000,7500,9999,37501
10,1,100000,7500,10000,37500
10,1,100000,10000,0,100000
10,1,100000,10000,1,100000
10,1,100000,10000,5000,98750
10,1,100000,10000,9999,97501
10,1,100000,10000,10000,97500
39,0,0,0,0,3000
39,0,0,0,1,3000
39,0,0,0,5000,1750
39,0,0,0,9999,501
39,0,0,0,10000,500
39,0,0,1,0,3002
39,0,0,1,1,3002
39,0,0,1,5000,1752
39,0,0,1,9999,503
39,0,0,1,10000,502
39,0,0,2499,0,9997
39,0,0,2499,1,9997
39,0,0,2499,5000,8747
39,0,0,2499,9999,7498
39,0,0,2499,10000,7497
39,0,0,7500,0,40000
39,0,0,7500,1,40000
39,0,0,7500,5000,38750
39,0,0,7500,9999,37501
39,0,0,7500,10000,37500
39,0,0,10000,0,100000
39,0,0,10000,1,100000
39,0,0,10000,5000,98750
39,0,0,10000,9999,97501
39,0,0,10000,10000,97500
39,0,50,0,0,3000
39,0,50,0,1,3000
39,0,50,0,5000,1750
39,0,50,0,9999,501
39,0,50,0,10000,500
39,0,50,1,0,3002
39,0,50,1,1,3002
39,0,50,1,5000,1752
39,0,50,1,9999,503
39,0,50,1,10000,502
39,0,50,2499,0,9997
39,0,50,2499,1,9997
39,0,50,2499,5000,8747
39,0,50,2499,9999,7498
39,0,50,2499,10000,7497
39,0,50,7500,0,40000
39,0,50,7500,1,40000
39,0,50,7500,5000,38750
39,0,50,7500,9999,37501
39,0,50,7500,10000,37500
39,0,50,10000,0,100000
39,0,50,10000,1,100000
39,0,50,10000,5000,98750
39,0,50,10000,9999,97501
39,0,50,10000,10000,97500
39,0,51,0,0,3040
39,0,51,0,1,3000
39,0,51,0,5000,1750
39,0,51,0,9999,501
39,0,51,0,10000,500
39,0,51,1,0,3042
39,0,51,1,1,3002
39,0,51,1,5000,1752
39,0,51,1,9999,503
39,0,51,1,10000,502
39,0,51,2499,0,10037
39,0,51,2499,1,9997
39,0,51,2499,5000,8747
39,0,51,2499,9999,7498
39,0,51,2499,10000,7497
39,0,51,7500,0,40040
39,0,51,7500,1,40000
39,0,51,7500,5000,38750
39,0,51,7500,9999,37501
39,0,51,7500,10000,37500
39,0,51,10000,0,100000
39,0,51,10000,1,100000
39,0,51,10000,5000,98750
39,0,51,10000,9999,97501
39,0,51,10000,10000,97500
39,0,500,0,0,21000
39,0,500,0,1,3000
39,0,500,0,5000,1750
39,0,500,0,9999,501
39,0,500,0,10000,500
39,0,500,1,0,21002
39,0,500,1,1,3002
39,0,500,1,5000,1752
39,0,500,1,9999,503
39,0,500,1,10000,502
39,0,500,2499,0,27997
39,0,500,2499,1,9997
39,0,500,2499,5000,8747
39,0,500,2499,9999,7498
39,0,500,2499,10000,7497
39,0,500,7500,0,58000
39,0,500,7500,1,40000
39,0,500,7500,5000,38750
39,0,500,7500,9999,37501
39,0,500,7500,10000,37500
39,0,500,10000,0,100000
39,0,500,10000,1,100000
39,0,500,10000,5000,98750
39,0,500,10000,9999,97501
39,0,500,10000,10000,97500
39,0,100000,0,0,23000
39,0,100000,0,1,3000
39,0,100000,0,5000,1750
39,0,100000,0,9999,501
39,0,100000,0,10000,500
39,0,100000,1,0,23002
39,0,100000,1,1,3002
39,0,100000,1,5000,1752
39,0,100000,1,9999,503
39,0,100000,1,10000,502
39,0,100000,2499,0,29997
39,0,100000,2499,1,9997
39,0,100000,2499,5000,8747
39,0,100000,2499,9999,7498
39,0,100000,2499,10000,7497
39,0,100000,7500,0,60000
39,0,100000,7500,1,40000
39,0,100000,7500,5000,38750
39,0,100000,7500,9999,37501
39,0,100000,7500,10000,37500
39,0,100000,10000,0,100000
39,0,100000,10000,1,100000
39,0,100000,10000,5000,98750
39,0,100000,10000,9999,97501
39,0,100000,10000,10000,97500
39,1,0,0,0,3000
39,1,0,0,1,3000
39,1,0,0,5000,1750
39,1,0,0,9999,501
39,1,0,0,10000,500
39,1,0,1,0,3002
39,1,0,1,1,3002
39,1,0,1,5000,1752
39,1,0,1,9999,503
39,1,0,1,10000,502
39,1,0,2499,0,9997
39,1,0,2499,1,9997
39,1,0,2499,5000,8747
39,1,0,2499,9999,7498
39,1,0,2499,10000,7497
39,1,0,7500,0,40000
39,1,0,7500,1,40000
39,1,0,7500,5000,38750
39,1,0,7500,9999,37501
39,1,0,7500,10000,37500
39,1,0,10000,0,100000
39,1,0,10000,1,100000
39,1,0,10000,5000,98750
39,1,0,10000,9999,97501
39,1,0,10000,10000,97500
39,1,50,0,0,3000
39,1,50,0,1,3000
39,1,50,0,5000,1750
39,1,50,0,9999,501
39,1,50,0,10000,500
39,1,50,1,0,3002
39,1,50,1,1,3002
39,1,50,1,5000,1752
39,1,50,1,9999,503
39,1,50,1,10000,502
39,1,50,2499,0,9997
39,1,50,2499,1,9997
39,1,50,2499,5000,8747
39,1,50,2499,9999,7498
39,1,50,2499,10000,7497
39,1,50,7500,0,40000
39,1,50,7500,1,40000
39,1,50,7500,5000,38750
39,1,50,7500,9999,37501
39,1,50,7500,10000,37500
39,1,50,10000,0,100000
39,1,50,10000,1,100000
39,1,50,10000,5000,98750
39,1,50,10000,9999,97501
39,1,50,10000,10000,97500
39,1,51,0,0,3040
39,1,51,0,1,3000
39,1,51,0,5000,1750
39,1,51,0,9999,501
39,1,51,0,10000,500
39,1,51,1,0,3042
39,1,51,1,1,3002
39,1,51,1,5000,1752
39,1,51,1,9999,503
39,1,51,1,10000,502
39,1,51,2499,0,10037
39,1,51,2499,1,9997
39,1,51,2499,5000,8747
39,1,51,2499,9999,7498
39,1,51,2499,10000,7497
39,1,51,7500,0,40040
39,1,51,7500,1,40000
39,1,51,7500,5000,38750
39,1,51,7500,9999,37501
39,1,51,7500,10000,37500
39,1,51,10000,0,100000
39,1,51,10000,1,100000
39,1,51,10000,5000,98750
39,1,51,10000,9999,97501
39,1,51,10000,10000,97500
39,1,500,0,0,21000
39,1,500,0,1,3000
39,1,500,0,5000,1750
39,1,500,0,9999,501
39,1,500,0,10000,500
39,1,500,1,0,21002
39,1,500,1,1,3002
39,1,500,1,5000,1752
39,1,500,1,9999,503
39,1,500,1,10000,502
39,1,500,2499,0,27997
39,1,500,2499,1,9997
39,1,500,2499,5000,8747
39,1,500,2499,9999,7498
39,1,500,2499,10000,7497
39,1,500,7500,0,58000
39,1,500,7500,1,40000
39,1,500,7500,5000,38750
39,1,500,7500,9999,37501
39,1,500,7500,10000,37500
39,1,500,10000,0,100000
39,1,500,10000,1,100000
39,1,500,10000,5000,98750
39,1,500,10000,9999,97501
39,1,500,10000,10000,97500
39,1,100000,0,0,23000
39,1,100000,0,1,3000
39,1,100000,0,5000,1750
39,1,100000,0,9999,501
39,1,100000,0,10000,500
39,1,100000,1,0,23002
39,1,100000,1,1,3002
39,1,100000,1,5000,1752
39,1,100000,1,9999,503
39,1,100000,1,10000,502
39,1,100000,2499,0,29997
39,1,100000,2499,1,9997
39,1,100000,2499,5000,8747
39,1,100000,2499,9999,7498
39,1,100000,2499,10000,7497
39,1,100000,7500,0,60000
39,1,100000,7500,1,40000
39,1,100000,7500,5000,38750
39,1,100000,7500,9999,37501
39,1,100000,7500,10000,37500
39,1,100000,10000,0,100000
39,1,100000,10000,1,100000
39,1,100000,10000,5000,98750
39,1,100000,10000,9999,97501
39,1,100000,10000,10000,97500
40,0,0,0,0,3000
40,0,0,0,1,3000
40,0,0,0,5000,1750
40,0,0,0,9999,501
40,0,0,0,10000,500
40,0,0,1,0,3002
40,0,0,1,1,3002
40,0,0,1,5000,1752
40,0,0,1,9999,503
40,0,0,1,10000,502
40,0,0,2499,0,9997
40,0,0,2499,1,9997
40,0,0,2499,5000,8747
40,0,0,2499,9999,7498
40,0,0,2499,10000,7497
40,0,0,7500,0,40000
40,0,0,7500,1,40000
40,0,0,7500,5000,38750
40,0,0,7500,9999,37501
40,0,0,7500,10000,37500
40,0,0,10000,0,100000
40,0,0,10000,1,100000
40,0,0,10000,5000,98750
40,0,0,10000,9999,97501
40,0,0,10000,10000,97500
40,0,50,0,0,3000
40,0,50,0,1,3000
40,0,50,0,5000,1750
40,0,50,0,9999,501
40,0,50,0,10000,500
40,0,50,1,0,3002
40,0,50,1,1,3002
40,0,50,1,5000,1752
40,0,50,1,9999,503
40,0,50,1,10000,502
40,0,50,2499,0,9997
40,0,50,2499,1,9997
40,0,50,2499,5000,8747
40,0,50,2499,9999,7498
40,0,50,2499,10000,7497
40,0,50,7500,0,40000
40,0,50,7500,1,40000
40,0,50,7500,5000,38750
40,0,50,7500,9999,37501
40,0,50,7500,10000,37500
40,0,50,10000,0,100000
40,0,50,10000,1,100000
40,0,50,10000,5000,98750
40,0,50,10000,9999,97501
40,0,50,10000,10000,97500
40,0,51,0,0,3040
40,0,51,0,1,3000
40,0,51,0,5000,1750
40,0,51,0,9999,501
40,0,51,0,10000,500
40,0,51,1,0,3042
40,0,51,1,1,3002
40,0,51,1,5000,1752
40,0,51,1,9999,503
40,0,51,1,10000,502
40,0,51,2499,0,10037
40,0,51,2499,1,9997
40,0,51,2499,5000,8747
40,0,51,2499,9999,7498
40,0,51,2499,10000,7497
40,0,51,7500,0,40040
40,0,51,7500,1,40000
40,0,51,7500,5000,38750
40,0,51,7500,9999,37501
40,0,51,7500,10000,37500
40,0,51,10000,0,100000
40,0,51,10000,1,100000
40,0,51,10000,5000,98750
40,0,51,10000,9999,97501
40,0,51,10000,10000,97500
40,0,500,0,0,21000
40,0,500,0,1,3000
40,0,500,0,5000,1750
40,0,500,0,9999,501
40,0,500,0,10000,500
40,0,500,1,0,21002
40,0,500,1,1,3002
40,0,500,1,5000,1752
40,0,500,1,9999,503
40,0,500,1,10000,502
40,0,500,2499,0,27997
40,0,500,2499,1,9997
40,0,500,2499,5000,8747
40,0,500,2499,9999,7498
40,0,500,2499,10000,7497
40,0,500,7500,0,58000
40,0,500,7500,1,40000
40,0,500,7500,5000,38750
40,0,500,7500,9999,37501
40,0,500,7500,10000,37500
40,0,500,10000,0,100000
40,0,500,10000,1,100000
40,0,500,10000,5000,98750
40,0,500,10000,9999,97501
40,0,500,10000,10000,97500
40,0,100000,0,0,23000
40,0,100000,0,1,3000
40,0,100000,0,5000,1750
40,0,100000,0,9999,501
40,0,100000,0,10000,500
40,0,100000,1,0,23002
40,0,100000,1,1,3002
40,0,100000,1,5000,1752
40,0,100000,1,9999,503
40,0,100000,1,10000,502
40,0,100000,2499,0,29997
40,0,100000,2499,1,9997
40,0,100000,2499,5000,8747
40,0,100000,2499,9999,7498
40,0,100000,2499,10000,7497
40,0,100000,7500,0,60000
40,0,100000,7500,1,40000
40,0,100000,7500,5000,38750
40,0,100000,7500,9999,37501
40,0,100000,7500,10000,37500
40,0,100000,10000,0,100000
40,0,100000,10000,1,100000
40,0,100000,10000,5000,98750
40,0,100000,10000,9999,97501
40,0,100000,10000,10000,97500
40,1,0,0,0,3000
40,1,0,0,1,3000
40,1,0,0,5000,1750
40,1,0,0,9999,501
40,1,0,0,10000,500
40,1,0,1,0,3002
40,1,0,1,1,3002
40,1,0,1,5000,1752
40,1,0,1,9999,503
40,1,0,1,10000,502
40,1,0,2499,0,9997
40,1,0,2499,1,9997
40,1,0,2499,5000,8747
40,1,0,2499,9999,7498
40,1,0,2499,10000,7497
40,1,0,7500,0,40000
40,1,0,7500,1,40000
40,1,0,7500,5000,38750
40,1,0,7500,9999,37501
40,1,0,7500,10000,37500
40,1,0,10000,0,100000
40,1,0,10000,1,100000
40,1,0,10000,5000,98750
40,1,0,10000,9999,97501
40,1,0,10000,10000,97500
40,1,50,0,0,3000
40,1,50,0,1,3000
40,1,50,0,5000,1750
40,1,50,0,9999,501
40,1,50,0,10000,500
40,1,50,1,0,3002
40,1,50,1,1,3002
40,1,50,1,5000,1752
40,1,50,1,9999,503
40,1,50,1,10000,502
40,1,50,2499,0,9997
40,1,50,2499,1,9997
40,1,50,2499,5000,8747
40,1,50,2499,9999,7498
40,1,50,2499,10000,7497
40,1,50,7500,0,40000
40,1,50,7500,1,40000
40,1,50,7500,5000,38750
40,1,50,7500,9999,37501
40,1,50,7500,10000,37500
40,1,50,10000,0,100000
40,1,50,10000,1,100000
40,1,50,10000,5000,98750
40,1,50,10000,9999,97501
40,1,50,10000,10000,97500
40,1,51,0,0,3040
40,1,51,0,1,3000
40,1,51,0,5000,1750
40,1,51,0,9999,501
40,1,51,0,10000,500
40,1,51,1,0,3042
40,1,51,1,1,3002
40,1,51,1,5000,1752
40,1,51,1,9999,503
40,1,51,1,10000,502
40,1,51,2499,0,10037
40,1,51,2499,1,9997
40,1,51,2499,5000,8747
40,1,51,2499,9999,7498
40,1,51,2499,10000,7497
40,1,51,7500,0,40040
40,1,51,7500,1,40000
40,1,51,7500,5000,38750
40,1,51,7500,9999,37501
40,1,51,7500,10000,37500
40,1,51,10000,0,100000
40,1,51,10000,1,100000
40,1,51,10000,5000,98750
40,1,51,10000,9999,97501
40,1,51,10000,10000,97500
40,1,500,0,0,21000
40,1,500,0,1,3000
40,1,500,0,5000,1750
40,1,500,0,9999,501
40,1,500,0,10000,500
40,1,500,1,0,21002
40,1,500,1,1,3002
40,1,500,1,5000,1752
40,1,500,1,9999,503
40,1,500,1,10000,502
40,1,500,2499,0,27997
40,1,500,2499,1,9997
40,1,500,2499,5000,8747
40,1,500,2499,9999,7498
40,1,500,2499,10000,7497
40,1,500,7500,0,58000
40,1,500,7500,1,40000
40,1,500,7500,5000,38750
40,1,500,7500,9999,37501
40,1,500,7500,10000,37500
40,1,500,10000,0,100000
40,1,500,10000,1,100000
40,1,500,10000,5000,98750
40,1,500,10000,9999,97501
40,1,500,10000,10000,97500
40,1,100000,0,0,23000
40,1,100000,0,1,3000
40,1,100000,0,5000,1750
40,1,100000,0,9999,501
40,1,100000,0,10000,500
